year,rank,song,artist,artist_original,artist_clean
2002,93,Living and Living Well,George Strait,George Strait,George Strait
2002,94,My List,Toby Keith,Toby Keith,Toby Keith
2002,95,Hands Clean,Alanis Morissette,Alanis Morissette,Alanis Morissette
2002,96,Sk8er Boi,Avril Lavigne,Avril Lavigne,Avril Lavigne
2002,97,Long Time Gone,Dixie Chicks,Dixie Chicks,Di
2002,98,Where Were You (When the World Stopped Turning),Alan Jackson,Alan Jackson,Alan Jackson
2002,99,Like I Love You,Justin Timberlake,Justin Timberlake,Justin Timberlake
2002,100,I Do!!,Toya,Toya,Toya
2003,1,In da Club,50 Cent,50 Cent,50 Cent
2003,2,Ignition (Remix),R. Kelly,R. Kelly,R. Kelly
2003,3,Get Busy,Sean Paul,Sean Paul,Sean Paul
2003,4,Crazy in Love,"Beyoncé,Jay-Z","Beyoncé,Jay-Z",Beyoncé
2003,5,When I'm Gone,3 Doors Down,3 Doors Down,3 Doors Down
2003,6,Unwell,Matchbox Twenty,Matchbox Twenty,Matchbo
2003,7,Right Thurr,Chingy,Chingy,Chingy
2003,8,Miss You,Aaliyah,Aaliyah,Aaliyah
2003,9,Picture,"Kid Rock,Sheryl Crow","Kid Rock,Sheryl Crow",Kid Rock
2003,10,Bring Me to Life,"Evanescence,Paul McCoy","Evanescence,Paul McCoy",Evanescence
2003,11,Get Low,"Lil Jon & The East Side Boyz,Ying Yang Twins","Lil Jon & The East Side Boyz,Ying Yang Twins",Lil Jon
2003,12,Baby Boy,"Beyoncé,Sean Paul","Beyoncé,Sean Paul",Beyoncé
2003,13,Shake Ya Tailfeather,"Nelly,P. Diddy,Murphy Lee","Nelly,P. Diddy,Murphy Lee",Nelly
2003,14,21 Questions,"50 Cent,Nate Dogg","50 Cent,Nate Dogg",50 Cent
2003,15,All I Have,"Jennifer Lopez,LL Cool J","Jennifer Lopez,LL Cool J",Jennifer Lopez
2003,16,Beautiful,Christina Aguilera,Christina Aguilera,Christina Aguilera
2003,17,I Know What You Want,"Busta Rhymes,Mariah Carey,Flipmode Squad","Busta Rhymes,Mariah Carey,Flipmode Squad",Busta Rhymes
2003,18,I'm with You,Avril Lavigne,Avril Lavigne,Avril Lavigne
2003,19,Drift Away,"Uncle Kracker,Dobie Gray","Uncle Kracker,Dobie Gray",Uncle Kracker
2003,20,Magic Stick,"Lil' Kim,50 Cent","Lil' Kim,50 Cent",Lil' Kim
2003,21,P.I.M.P.,50 Cent,50 Cent,50 Cent
2003,22,"Bump, Bump, Bump","B2K,P. Diddy","B2K,P. Diddy",B2K
2003,23,Into You,"Fabolous,Tamia","Fabolous,Tamia",Fabolous
2003,24,Can't Let You Go,"Fabolous,Lil' Mo","Fabolous,Lil' Mo",Fabolous
2003,25,Mesmerize,"Ja Rule,Ashanti","Ja Rule,Ashanti",Ja Rule
2003,26,Where Is the Love?,Black Eyed Peas,Black Eyed Peas,Black Eyed Peas
2003,27,The Game of Love,"Santana,Michelle Branch","Santana,Michelle Branch",Santana
2003,28,Lose Yourself,Eminem,Eminem,Eminem
2003,29,Rock wit U (Awww Baby),Ashanti,Ashanti,Ashanti
2003,30,Cry Me a River,Justin Timberlake,Justin Timberlake,Justin Timberlake
2003,31,How You Gonna Act Like That,Tyrese,Tyrese,Tyrese
2003,32,Rock Your Body,Justin Timberlake,Justin Timberlake,Justin Timberlake
2003,33,No Letting Go,Wayne Wonder,Wayne Wonder,Wayne Wonder
2003,34,Frontin',"Pharrell,Jay-Z","Pharrell,Jay-Z",Pharrell
2003,35,Landslide,Dixie Chicks,Dixie Chicks,Di
2003,36,Work It,Missy Elliott,Missy Elliott,Missy Elliott
2003,37,'03 Bonnie & Clyde,"Jay-Z,Beyoncé","Jay-Z,Beyoncé",Jay-Z
2003,38,Don't Mess with My Man,"Nivea,Jagged Edge","Nivea,Jagged Edge",Nivea
2003,39,So Gone,Monica,Monica,Monica
2003,40,Air Force Ones,"Nelly,Murphy Lee,Ali,Kyjuan","Nelly,Murphy Lee,Ali,Kyjuan",Nelly
2003,41,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,Lumidee,Lumidee
2003,42,Beautiful,"Snoop Dogg,Pharrell,Charlie Wilson","Snoop Dogg,Pharrell,Charlie Wilson",Snoop Dogg
2003,43,Gossip Folks,"Missy Elliott,Ludacris","Missy Elliott,Ludacris",Missy Elliott
2003,44,Miss Independent,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2003,45,Calling All Angels,Train,Train,Train
2003,46,Damn!,"YoungBloodZ,Lil Jon","YoungBloodZ,Lil Jon",YoungBloodZ
2003,47,This Is the Night,Clay Aiken,Clay Aiken,Clay Aiken
2003,48,Your Body Is a Wonderland,John Mayer,John Mayer,John Mayer
2003,49,Headstrong,Trapt,Trapt,Trapt
2003,50,In Those Jeans,Ginuwine,Ginuwine,Ginuwine
2003,51,Stand Up,"Ludacris,Shawnna","Ludacris,Shawnna",Ludacris
2003,52,The Remedy (I Won't Worry),Jason Mraz,Jason Mraz,Jason Mraz
2003,53,Why Don't You & I,"Santana,Alex Band","Santana,Alex Band",Santana
2003,54,Excuse Me Miss,Jay-Z,Jay-Z,Jay-Z
2003,55,Jenny from the Block,"Jennifer Lopez,Jadakiss,Styles P","Jennifer Lopez,Jadakiss,Styles P",Jennifer Lopez
2003,56,Are You Happy Now?,Michelle Branch,Michelle Branch,Michelle Branch
2003,57,Forever and for Always,Shania Twain,Shania Twain,Shania Twain
2003,58,I Can,Nas,Nas,Nas
2003,59,Underneath It All,"No Doubt,Lady Saw","No Doubt,Lady Saw",No Doubt
2003,60,If You're Not the One,Daniel Bedingfield,Daniel Bedingfield,Daniel Bedingfield
2003,61,Thoia Thoing,R. Kelly,R. Kelly,R. Kelly
2003,62,Here Without You,3 Doors Down,3 Doors Down,3 Doors Down
2003,63,Wanksta,50 Cent,50 Cent,50 Cent
2003,64,My Love Is Like...Wo,Mýa,Mýa,Mýa
2003,65,It's Five O'Clock Somewhere,"Alan Jackson,Jimmy Buffett","Alan Jackson,Jimmy Buffett",Alan Jackson
2003,66,Like Glue,Sean Paul,Sean Paul,Sean Paul
2003,67,Can't Hold Us Down,"Christina Aguilera,Lil' Kim","Christina Aguilera,Lil' Kim",Christina Aguilera
2003,68,My Front Porch Looking In,Lonestar,Lonestar,Lonestar
2003,69,Angel,Amanda Perez,Amanda Perez,Am
2003,70,She Hates Me,Puddle of Mudd,Puddle of Mudd,Puddle of Mudd
2003,71,Don't Wanna Try,Frankie J,Frankie J,Frankie J
2003,72,The Jump Off,"Lil' Kim,Mr. Cheeks","Lil' Kim,Mr. Cheeks",Lil' Kim
2003,73,Intuition,Jewel,Jewel,Jewel
2003,74,Hell Yeah,"Ginuwine,Baby","Ginuwine,Baby",Ginuwine
2003,75,Beer for My Horses,"Toby Keith,Willie Nelson","Toby Keith,Willie Nelson",Toby Keith
2003,76,Holidae In,"Chingy,Ludacris,Snoop Dogg","Chingy,Ludacris,Snoop Dogg",Chingy
2003,77,Suga Suga,"Baby Bash,Frankie J","Baby Bash,Frankie J",Baby Bash
2003,78,Love of My Life (An Ode to Hip-Hop),"Erykah Badu,Common","Erykah Badu,Common",Erykah Badu
2003,79,Fighter,Christina Aguilera,Christina Aguilera,Christina Aguilera
2003,80,Thugz Mansion,2Pac,2Pac,2Pac
2003,81,Clocks,Coldplay,Coldplay,Coldplay
2003,82,Jaheim,,,
2003,83,Rain on Me,Ashanti,Ashanti,Ashanti
2003,84,19 Somethin',Mark Wills,Mark Wills,Mark Wills
2003,85,"Can't Stop, Won't Stop",Young Gunz,Young Gunz,Young Gunz
2003,86,Red Dirt Road,Brooks & Dunn,Brooks & Dunn,Brooks
2003,87,What Was I Thinkin',Dierks Bentley,Dierks Bentley,Dierks Bentley
2003,88,Flying Without Wings,Ruben Studdard,Ruben Studdard,Ruben Studdard
2003,89,Sing for the Moment,Eminem,Eminem,Eminem
2003,90,Have You Forgotten?,Darryl Worley,Darryl Worley,Darryl Worley
2003,91,"No Shoes, No Shirt, No Problems",Kenny Chesney,Kenny Chesney,Kenny Chesney
2003,92,Come Over,Aaliyah,Aaliyah,Aaliyah
2003,93,Sick of Being Lonely,Field Mob,Field Mob,Field Mob
2003,94,Step in the Name of Love,R. Kelly,R. Kelly,R. Kelly
2003,95,I Want You,"Thalía,Fat Joe","Thalía,Fat Joe",Thalía
2003,96,Like a Stone,Audioslave,Audioslave,Audioslave
2003,97,Don't Know Why,Norah Jones,Norah Jones,Norah Jones
2003,98,Superman,Eminem,Eminem,Eminem
2003,99,Real Good Man,Tim McGraw,Tim McGraw,Tim McGraw
2003,100,Say Yes,Floetry,Floetry,Floetry
2004,1,Yeah!,"Usher,Lil Jon,Ludacris","Usher,Lil Jon,Ludacris",Usher
2004,2,Burn,Usher,Usher,Usher
2004,3,If I Ain't Got You,Alicia Keys,Alicia Keys,Alicia Keys
2004,4,This Love,Maroon 5,Maroon 5,Maroon 5
2004,5,The Way You Move,"OutKast,Sleepy Brown","OutKast,Sleepy Brown",OutKast
2004,6,The Reason,Hoobastank,Hoobastank,Hoobastank
2004,7,I Don't Wanna Know,"Mario Winans,Enya,P. Diddy","Mario Winans,Enya,P. Diddy",Mario Winans
2004,8,Hey Ya!,OutKast,OutKast,OutKast
2004,9,Goodies,"Ciara,Petey Pablo","Ciara,Petey Pablo",Ciara
2004,10,Lean Back,"Terror Squad,Fat Joe,Remy Ma","Terror Squad,Fat Joe,Remy Ma",Terror Squad
2004,11,Tipsy,J-Kwon,J-Kwon,J-Kwon
2004,12,Confessions Part II,Usher,Usher,Usher
2004,13,Slow Motion,"Juvenile,Soulja Slim","Juvenile,Soulja Slim",Juvenile
2004,14,Freek-a-Leek,Petey Pablo,Petey Pablo,Petey Pablo
2004,15,Here Without You,3 Doors Down,3 Doors Down,3 Doors Down
2004,16,Slow Jamz,"Twista,Kanye West,Jamie Foxx","Twista,Kanye West,Jamie Foxx",Twista
2004,17,Someday,Nickelback,Nickelback,Nickelback
2004,18,Naughty Girl,Beyoncé,Beyoncé,Beyoncé
2004,19,My Immortal,Evanescence,Evanescence,Evanescence
2004,20,Sunshine,Lil' Flip,Lil' Flip,Lil' Flip
2004,21,Dirt off Your Shoulder,Jay-Z,Jay-Z,Jay-Z
2004,22,Move Ya Body,Nina Sky,Nina Sky,Nina Sky
2004,23,Dip It Low,Christina Milian,Christina Milian,Christina Milian
2004,24,My Boo,"Usher,Alicia Keys","Usher,Alicia Keys",Usher
2004,25,One Call Away,"Chingy,J-Weav","Chingy,J-Weav",Chingy
2004,26,"Me, Myself and I",Beyoncé,Beyoncé,Beyoncé
2004,27,Turn Me On,"Kevin Lyttle,Spragga Benz","Kevin Lyttle,Spragga Benz",Kevin Lyttle
2004,28,The First Cut Is the Deepest,Sheryl Crow,Sheryl Crow,Sheryl Crow
2004,29,You Don't Know My Name,Alicia Keys,Alicia Keys,Alicia Keys
2004,30,My Place,"Nelly,Jaheim","Nelly,Jaheim",Nelly
2004,31,Overnight Celebrity,Twista,Twista,Twista
2004,32,Hotel,"Cassidy,R. Kelly","Cassidy,R. Kelly",Cassidy
2004,33,Numb,Linkin Park,Linkin Park,Linkin Park
2004,34,Diary,"Alicia Keys,Tony! Toni! Toné!","Alicia Keys,Tony! Toni! Toné!",Alicia Keys
2004,35,She Will Be Loved,Maroon 5,Maroon 5,Maroon 5
2004,36,White Flag,Dido,Dido,Dido
2004,37,Heaven,Los Lonely Boys,Los Lonely Boys,Los Lonely Boys
2004,38,It's My Life,No Doubt,No Doubt,No Doubt
2004,39,Pieces of Me,Ashlee Simpson,Ashlee Simpson,Ashlee Simpson
2004,40,Leave (Get Out),JoJo,JoJo,JoJo
2004,41,Milkshake,Kelis,Kelis,Kelis
2004,42,Splash Waterfalls,Ludacris,Ludacris,Ludacris
2004,43,Jesus Walks,Kanye West,Kanye West,Kanye West
2004,44,Locked Up,"Akon,Styles P","Akon,Styles P",Akon
2004,45,Stand Up,"Ludacris,Shawnna","Ludacris,Shawnna",Ludacris
2004,46,Suga Suga,"Baby Bash,Frankie J","Baby Bash,Frankie J",Baby Bash
2004,47,All Falls Down,"Kanye West,Syleena Johnson","Kanye West,Syleena Johnson",Kanye West
2004,48,Toxic,Britney Spears,Britney Spears,Britney Spears
2004,49,Salt Shaker,"Ying Yang Twins,Lil Jon & the East Side Boyz","Ying Yang Twins,Lil Jon & the East Side Boyz",Ying Yang Twins
2004,50,With You,Jessica Simpson,Jessica Simpson,Jessica Simpson
2004,51,Meant to Live,Switchfoot,Switchfoot,Switchfoot
2004,52,I Like That,"Houston,Chingy,Nate Dogg,I-20","Houston,Chingy,Nate Dogg,I-20",Houston
2004,53,Sorry 2004,Ruben Studdard,Ruben Studdard,Ruben Studdard
2004,54,My Happy Ending,Avril Lavigne,Avril Lavigne,Avril Lavigne
2004,55,On Fire,Lloyd Banks,Lloyd Banks,Lloyd Banks
2004,56,Roses,OutKast,OutKast,OutKast
2004,57,Walked Outta Heaven,Jagged Edge,Jagged Edge,Jagged Edge
2004,58,Lose My Breath,Destiny's Child,Destiny's Child,Destiny's Child
2004,59,My Band,D12,D12,D12
2004,60,I'm Still in Love with You,"Sean Paul,Sasha","Sean Paul,Sasha",Sean Paul
2004,61,Through the Wire,Kanye West,Kanye West,Kanye West
2004,62,Why?,"Jadakiss,Anthony Hamilton","Jadakiss,Anthony Hamilton",Jadakiss
2004,63,Fuck It (I Don't Want You Back),Eamon,Eamon,Eamon
2004,64,Read Your Mind,Avant,Avant,Avant
2004,65,Game Over (Flip),Lil' Flip,Lil' Flip,Lil' Flip
2004,66,One Thing,Finger Eleven,Finger Eleven,Finger Eleven
2004,67,Headsprung,LL Cool J,LL Cool J,LL Cool J
2004,68,Damn!,"YoungBloodZ,Lil Jon","YoungBloodZ,Lil Jon",YoungBloodZ
2004,69,Baby Boy,"Beyoncé,Sean Paul","Beyoncé,Sean Paul",Beyoncé
2004,70,Get Low,"Lil Jon & the East Side Boyz,Ying Yang Twins","Lil Jon & the East Side Boyz,Ying Yang Twins",Lil Jon
2004,71,Drop It Like It's Hot,"Snoop Dogg,Pharrell","Snoop Dogg,Pharrell",Snoop Dogg
2004,72,U Should've Known Better,Monica,Monica,Monica
2004,73,On the Way Down,Ryan Cabrera,Ryan Cabrera,Ryan Cabrera
2004,74,Breakaway,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2004,75,Why Don't You & I,"Santana,Alex Band,Chad Kroeger","Santana,Alex Band,Chad Kroeger",Santana
2004,76,Are You Gonna Be My Girl,Jet,Jet,Jet
2004,77,100 Years,Five for Fighting,Five for Fighting,Five for Fighting
2004,78,Step in the Name of Love,R. Kelly,R. Kelly,R. Kelly
2004,79,Breaking the Habit,Linkin Park,Linkin Park,Linkin Park
2004,80,Gigolo,"Nick Cannon,R. Kelly","Nick Cannon,R. Kelly",Nick Cannon
2004,81,Live Like You Were Dying,Tim McGraw,Tim McGraw,Tim McGraw
2004,82,Remember When,Alan Jackson,Alan Jackson,Alan Jackson
2004,83,Everytime,Britney Spears,Britney Spears,Britney Spears
2004,84,Southside,"Lloyd,Ashanti","Lloyd,Ashanti",Lloyd
2004,85,Dude,"Beenie Man,Ms. Thing","Beenie Man,Ms. Thing",Beenie Man
2004,86,Wanna Get to Know You,"G-Unit,Joe","G-Unit,Joe",G-Unit
2004,87,Holidae In,"Chingy,Ludacris,Snoop Dogg","Chingy,Ludacris,Snoop Dogg",Chingy
2004,88,Let's Get It Started,The Black Eyed Peas,The Black Eyed Peas,The Black Eyed Peas
2004,89,When the Sun Goes Down,"Kenny Chesney,Uncle Kracker","Kenny Chesney,Uncle Kracker",Kenny Chesney
2004,90,American Soldier,Toby Keith,Toby Keith,Toby Keith
2004,91,Change Clothes,Jay-Z,Jay-Z,Jay-Z
2004,92,Don't Tell Me,Avril Lavigne,Avril Lavigne,Avril Lavigne
2004,93,You'll Think of Me,Keith Urban,Keith Urban,Keith Urban
2004,94,Happy People,R. Kelly,R. Kelly,R. Kelly
2004,95,Hey Mama,The Black Eyed Peas,The Black Eyed Peas,The Black Eyed Peas
2004,96,Over and Over,"Nelly,Tim McGraw","Nelly,Tim McGraw",Nelly
2004,97,Redneck Woman,Gretchen Wilson,Gretchen Wilson,Gretchen Wilson
2004,98,Just Lose It,Eminem,Eminem,Eminem
2004,99,Letters from Home,John Michael Montgomery,John Michael Montgomery,John Michael Montgomery
2004,100,I Go Back,Kenny Chesney,Kenny Chesney,Kenny Chesney
2005,1,We Belong Together,Mariah Carey,Mariah Carey,Mariah Carey
2005,2,Hollaback Girl,Gwen Stefani,Gwen Stefani,Gwen Stefani
2005,3,Let Me Love You,Mario,Mario,Mario
2005,4,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2005,5,"1, 2 Step","Ciara,Missy Elliott","Ciara,Missy Elliott",Ciara
2005,6,Gold Digger,"Kanye West,Jamie Foxx","Kanye West,Jamie Foxx",Kanye West
2005,7,Boulevard of Broken Dreams,Green Day,Green Day,Green Day
2005,8,Candy Shop,"50 Cent,Olivia","50 Cent,Olivia",50 Cent
2005,9,Don't Cha,"The Pussycat Dolls,Busta Rhymes","The Pussycat Dolls,Busta Rhymes",The Pussycat Dolls
2005,10,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2005,11,Disco Inferno,50 Cent,50 Cent,50 Cent
2005,12,You and Me,Lifehouse,Lifehouse,Lifehouse
2005,13,Don't Phunk with My Heart,The Black Eyed Peas,The Black Eyed Peas,The Black Eyed Peas
2005,14,Lose Control,"Missy Elliott,Ciara,Fatman Scoop","Missy Elliott,Ciara,Fatman Scoop",Missy Elliott
2005,15,Shake It Off,Mariah Carey,Mariah Carey,Mariah Carey
2005,16,Mr. Brightside,The Killers,The Killers,The Killers
2005,17,Just a Lil Bit,50 Cent,50 Cent,50 Cent
2005,18,Pon de Replay,Rihanna,Rihanna,Rihanna
2005,19,How We Do,"The Game,50 Cent","The Game,50 Cent",The Game
2005,20,Beverly Hills,Weezer,Weezer,Weezer
2005,21,Oh,"Ciara,Ludacris","Ciara,Ludacris",Ciara
2005,22,Lonely No More,Rob Thomas,Rob Thomas,Rob Thomas
2005,23,Drop It Like It's Hot,"Snoop Dogg,Pharrell","Snoop Dogg,Pharrell",Snoop Dogg
2005,24,Hate It or Love It,"The Game,50 Cent","The Game,50 Cent",The Game
2005,25,Lovers & Friends,"Lil Jon & the East Side Boyz,Usher,Ludacris","Lil Jon & the East Side Boyz,Usher,Ludacris",Lil Jon
2005,26,Soldier,"Destiny's Child,T.I.,Lil Wayne","Destiny's Child,T.I.,Lil Wayne",Destiny's Child
2005,27,Breakaway,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2005,28,Switch,Will Smith,Will Smith,Will Smith
2005,29,Let Me Hold You,"Bow Wow,Omarion","Bow Wow,Omarion",Bow Wow
2005,30,Like You,"Bow Wow,Ciara","Bow Wow,Ciara",Bow Wow
2005,31,Rich Girl,"Gwen Stefani,Eve","Gwen Stefani,Eve",Gwen Stefani
2005,32,My Humps,The Black Eyed Peas,The Black Eyed Peas,The Black Eyed Peas
2005,33,Obsession (No Es Amor),"Frankie J,Baby Bash","Frankie J,Baby Bash",Frankie J
2005,34,Caught Up,Usher,Usher,Usher
2005,35,Listen to Your Heart,"DHT,Edmee","DHT,Edmee",DHT
2005,36,Scars,Papa Roach,Papa Roach,Papa Roach
2005,37,Feel Good Inc.,Gorillaz,Gorillaz,Gorillaz
2005,38,Let Me Go,3 Doors Down,3 Doors Down,3 Doors Down
2005,39,Holiday,Green Day,Green Day,Green Day
2005,40,"Sugar, We're Goin Down",Fall Out Boy,Fall Out Boy,Fall Out Boy
2005,41,Grind with Me,Pretty Ricky,Pretty Ricky,Pretty Ricky
2005,42,Run It!,"Chris Brown,Juelz Santana","Chris Brown,Juelz Santana",Chris Brown
2005,43,Photograph,Nickelback,Nickelback,Nickelback
2005,44,Lonely,Akon,Akon,Akon
2005,45,Collide,Howie Day,Howie Day,Howie Day
2005,46,Wake Me Up When September Ends,Green Day,Green Day,Green Day
2005,47,Slow Down,Bobby Valentino,Bobby Valentino,Bobby Valentino
2005,48,Over and Over,"Nelly,Tim McGraw","Nelly,Tim McGraw",Nelly
2005,49,Some Cut,Trillville,Trillville,Trillville
2005,50,Get It Poppin',"Fat Joe,Nelly","Fat Joe,Nelly",Fat Joe
2005,51,Play,David Banner,David Banner,David Banner
2005,52,Soul Survivor,"Young Jeezy,Akon","Young Jeezy,Akon",Young Jeezy
2005,53,Pimpin' All Over the World,"Ludacris,Bobby Valentino","Ludacris,Bobby Valentino",Ludacris
2005,54,My Boo,"Usher,Alicia Keys","Usher,Alicia Keys",Usher
2005,55,Sugar (Gimme Some),"Trick Daddy,Ludacris,Lil' Kim,Cee Lo Green","Trick Daddy,Ludacris,Lil' Kim,Cee Lo Green",Trick Daddy
2005,56,Karma,Alicia Keys,Alicia Keys,Alicia Keys
2005,57,Speed of Sound,Coldplay,Coldplay,Coldplay
2005,58,I Don't Want to Be,Gavin DeGraw,Gavin DeGraw,Gavin DeGraw
2005,59,Mockingbird,Eminem,Eminem,Eminem
2005,60,La Tortura,"Shakira,Alejandro Sanz","Shakira,Alejandro Sanz",Shakira
2005,61,She Will Be Loved,Maroon 5,Maroon 5,Maroon 5
2005,62,Baby I'm Back,"Baby Bash,Akon","Baby Bash,Akon",Baby Bash
2005,63,Wait (The Whisper Song),Ying Yang Twins,Ying Yang Twins,Ying Yang Twins
2005,64,Incomplete,Backstreet Boys,Backstreet Boys,Backstreet Boys
2005,65,Bring Em Out,T.I.,T.I.,T.I.
2005,66,Cater 2 U,Destiny's Child,Destiny's Child,Destiny's Child
2005,67,1 Thing,Amerie,Amerie,Amerie
2005,68,Best of You,Foo Fighters,Foo Fighters,Foo Fighters
2005,69,It's Like That,"Mariah Carey,Jermaine Dupri,Fatman Scoop","Mariah Carey,Jermaine Dupri,Fatman Scoop",Mariah Carey
2005,70,Goin' Crazy,Natalie,Natalie,Natalie
2005,71,Inside Your Heaven,Carrie Underwood,Carrie Underwood,Carrie Underwood
2005,72,Because of You,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2005,73,Truth Is,Fantasia,Fantasia,Fantasia
2005,74,Your Body,Pretty Ricky,Pretty Ricky,Pretty Ricky
2005,75,Beautiful Soul,Jesse McCartney,Jesse McCartney,Jesse McCartney
2005,76,Cool,Gwen Stefani,Gwen Stefani,Gwen Stefani
2005,77,Get Back,Ludacris,Ludacris,Ludacris
2005,78,Outta Control,"50 Cent,Mobb Deep","50 Cent,Mobb Deep",50 Cent
2005,79,U Don't Know Me,T.I.,T.I.,T.I.
2005,80,These Words,Natasha Bedingfield,Natasha Bedingfield,Natasha Bedingfield
2005,81,Don't Lie,The Black Eyed Peas,The Black Eyed Peas,The Black Eyed Peas
2005,82,Get Right,Jennifer Lopez,Jennifer Lopez,Jennifer Lopez
2005,83,Daughters,John Mayer,John Mayer,John Mayer
2005,84,As Good as I Once Was,Toby Keith,Toby Keith,Toby Keith
2005,85,Girlfight,"Brooke Valentine,Lil Jon,Big Boi","Brooke Valentine,Lil Jon,Big Boi",Brooke Valentine
2005,86,Lose My Breath,Destiny's Child,Destiny's Child,Destiny's Child
2005,87,Ordinary People,John Legend,John Legend,John Legend
2005,88,We Be Burnin',Sean Paul,Sean Paul,Sean Paul
2005,89,Just the Girl,The Click Five,The Click Five,The Click Five
2005,90,True,Ryan Cabrera,Ryan Cabrera,Ryan Cabrera
2005,91,O,Omarion,Omarion,Omarion
2005,92,Back Then,Mike Jones,Mike Jones,Mike Jones
2005,93,Numb/Encore,"Jay-Z,Linkin Park","Jay-Z,Linkin Park",Jay-Z
2005,94,Wonderful,"Ja Rule,R. Kelly,Ashanti","Ja Rule,R. Kelly,Ashanti",Ja Rule
2005,95,I'm Sprung,T-Pain,T-Pain,T-Pain
2005,96,Chariot,Gavin DeGraw,Gavin DeGraw,Gavin DeGraw
2005,97,U Already Know,"112,Foxy Brown","112,Foxy Brown",112
2005,98,Mississippi Girl,Faith Hill,Faith Hill,Faith Hill
2005,99,Number One Spot,Ludacris,Ludacris,Ludacris
2005,100,Give Me That,"Webbie,Bun B","Webbie,Bun B",Webbie
2006,1,Bad Day,Daniel Powter,Daniel Powter,Daniel Powter
2006,2,Temperature,Sean Paul,Sean Paul,Sean Paul
2006,3,Promiscuous,"Nelly Furtado,Timbaland","Nelly Furtado,Timbaland",Nelly Furtado
2006,4,You're Beautiful,James Blunt,James Blunt,James Blunt
2006,5,Hips Don't Lie,"Shakira,Wyclef Jean","Shakira,Wyclef Jean",Shakira
2006,6,Unwritten,Natasha Bedingfield,Natasha Bedingfield,Natasha Bedingfield
2006,7,Crazy,Gnarls Barkley,Gnarls Barkley,Gnarls Barkley
2006,8,Ridin',"Chamillionaire,Krayzie Bone","Chamillionaire,Krayzie Bone",Chamillionaire
2006,9,SexyBack,"Justin Timberlake,Timbaland","Justin Timberlake,Timbaland",Justin Timberlake
2006,10,Check on It,"Beyoncé,Slim Thug,Bun B","Beyoncé,Slim Thug,Bun B",Beyoncé
2006,11,Be Without You,Mary J. Blige,Mary J. Blige,Mary J. Blige
2006,12,Grillz,"Nelly,Paul Wall,Ali & Gipp","Nelly,Paul Wall,Ali & Gipp",Nelly
2006,13,Over My Head (Cable Car),The Fray,The Fray,The Fray
2006,14,Me & U,Cassie,Cassie,Cassie
2006,15,Buttons,"Pussycat Dolls,Snoop Dogg","Pussycat Dolls,Snoop Dogg",Pussycat Dolls
2006,16,Run It!,"Chris Brown,Juelz Santana","Chris Brown,Juelz Santana",Chris Brown
2006,17,So Sick,Ne-Yo,Ne-Yo,Ne-Yo
2006,18,It's Goin' Down,"Yung Joc,Nitti","Yung Joc,Nitti",Yung Joc
2006,19,SOS,Rihanna,Rihanna,Rihanna
2006,20,I Write Sins Not Tragedies,Panic! at the Disco,Panic! at the Disco,Panic! at the Disco
2006,21,Move Along,The All-American Rejects,The All-American Rejects,The All-American Rejects
2006,22,London Bridge,Fergie,Fergie,Fergie
2006,23,Dani California,Red Hot Chili Peppers,Red Hot Chili Peppers,Red Hot Chili Peppers
2006,24,Snap Yo Fingers,"Lil Jon,E-40,Sean Paul","Lil Jon,E-40,Sean Paul",Lil Jon
2006,25,"Lean wit It, Rock wit It",Dem Franchize Boyz,Dem Franchize Boyz,Dem Franchize Boyz
2006,26,What Hurts the Most,Rascal Flatts,Rascal Flatts,Rascal Flatts
2006,27,How to Save a Life,The Fray,The Fray,The Fray
2006,28,Unfaithful,Rihanna,Rihanna,Rihanna
2006,29,Chasing Cars,Snow Patrol,Snow Patrol,Snow Patrol
2006,30,Lips of an Angel,Hinder,Hinder,Hinder
2006,31,Everytime We Touch,Cascada,Cascada,Cascada
2006,32,Ain't No Other Man,Christina Aguilera,Christina Aguilera,Christina Aguilera
2006,33,"Dance, Dance",Fall Out Boy,Fall Out Boy,Fall Out Boy
2006,34,Gold Digger,"Kanye West,Jamie Foxx","Kanye West,Jamie Foxx",Kanye West
2006,35,Money Maker,"Ludacris,Pharrell","Ludacris,Pharrell",Ludacris
2006,36,Ms. New Booty,"Bubba Sparxxx,Ying Yang Twins","Bubba Sparxxx,Ying Yang Twins",Bubba Spar
2006,37,(When You Gonna) Give It Up to Me,"Sean Paul,Keyshia Cole","Sean Paul,Keyshia Cole",Sean Paul
2006,38,Photograph,Nickelback,Nickelback,Nickelback
2006,39,Because of You,Kelly Clarkson,Kelly Clarkson,Kelly Clarkson
2006,40,Stickwitu,Pussycat Dolls,Pussycat Dolls,Pussycat Dolls
